ques_content,ans_content
会得余光强迫症的人都是些什么人会得余光强迫症的人都是些什么人感谢医生为曾经治疗情况和效果：,眼神余光是心理正常反应，不论你以什么目光看人都是本能反应，不会伤害到任何人。通常情况下与人对视不要超过3秒或四秒，因为超过3秒或4秒，任何人都会不舒服。
病情描述发病时间、主要症状、症状变化等）：朋友的孩子正是发育的时候，可是，孩子最近总是胀气，朋友也不知道该怎么办，朋友为此很是苦恼，朋友一家都很着急，我想知道，这种要怎么办才好的呢？,在吃饭的时候先喝一碗稀饭，把胃暖暖舒畅了再吃饭，这样进的食物才会消化，你的胃就不会疼了。希望我的回答可以给予你一定帮助。
我的工作是半封闭式的我性格很强但右不会吵架是个心直口快的人刚开始吵架后没什么感觉可吵架后总不敢面对接下来的气氛开始总觉得很郁闷后来吵了架没处发泄就变长以上描述的情况了,"出现胸闷症状应警惕心肌缺血,心肌劳损等的可能,建议查心肌酶谱,心电图等看看生活调理："
全部症状：最近一个星期，天天晚上做恶梦，以前是失眠，现在能睡着了就光做梦发病时间及原因：一个星期前治疗情况：,"你好,中医认为心气不足,心血不足,心阴不足,心肾不交心胆气虚都可造成多梦,需要请中医具体辨症治疗"
全部症状：最近一个星期，天天晚上做恶梦，以前是失眠，现在能睡着了就光做梦发病时间及原因：一个星期前治疗情况：,做梦多是气血不足、劳累过度或是长期处于焦虑和压力状态导致的。药物上建议使用健脑补肾丸和谷维素来治疗，另外，睡前不要过度用脑，避免服用可乐、咖啡、巧克力、茶等。平时在饮食上多吃一些安神补脑的食物，如：泥鳅、猪肝、花生、苹果、牛奶等。
全部症状：最近一个星期，天天晚上做恶梦，以前是失眠，现在能睡着了就光做梦发病时间及原因：一个星期前治疗情况：,你好，你的情况考虑是神经衰弱，与植物神经功能紊乱有关系的，建议口服谷维素，维生素B1和安神补心丸。
我老是想一个问题有人会叫我有人叫我怎么办明明知道有人叫我没事可是我还是控制不住自己的想法这算强迫症吗好苦恼晚上还睡不好,"你好，考虑是强迫症的症状,与精神长期高度紧张有关,严重的可危害到健康.因此建议你给自己放个假调节一下情绪.咨询一下心理医生是你最好的选择.我觉得最重要的是自己从内心调理自己，凡事不要追求完美，而且不给自己强迫经历，争取不让它发生，及时转移思路，或者去看一看心理医生。"
被惊吓怎么治疗？我是一个特别胆小的女生，平时一稍微有点小动静在我背后我都会被吓得半死，更别说晚上了，都不敢一个人睡觉。请问这个跟心理有关系吗？会不会对生活有影响？。怎样看待害怕被惊吓？,您好！这是正常的身体反应，人的心理活动是会影响身体状态的，紧张最常见的身体表现就是胃肠不适，手脚冰凉，心率加快等等。控可以坐下来深呼吸，深呼吸的时候注意把气吸进肚子里，再慢慢呼出来，反复几次就会有所好转。祝身体健康。
有时像没事该干嘛干嘛有时会因一句话而怀疑这怀疑那说什么他都不信我该怎莫办他以前因精神分裂症住过几次医院直到康复才出院:需要医生帮助提供远程诊断：请问是想复发还是没有好彻底,"心理分析：精神分裂症，是一种以幻觉、妄想为主要症状的精神病性心理问题，患者多缺乏自知力，无主动求治意愿,常伴有异常的心理和行为表现。常有遗传因素作基础，由精神刺激引发。心理指导：建议你接纳症状的产生，给自己一些积极的关注，多了解病情的发病特点和可能的产生原因。在发病期要及时的到精神科专科医院进行诊治，在病情的稳定康复阶段，或可以申请家庭心理医生的帮助。"
"我的胸太大了,穿衣服显得很臃肿,我很苦恼~曾经治疗情况和效果：无",您好！丰满的胸部是成熟女人的标志，很多女人都想方设法想要丰胸，甚至不惜采取手术植入硅胶的方式。只要不是巨乳症，不影响正常的生活和身体健康。胸部丰满不需要太在意不必过于在意，等您到了一定的年龄，您就会明白，这是上天给你的礼物
晚上到了睡觉时间，我是想睡觉，但躺在床上睡不着，这是什么啊.白天的话又没有精神，感到非常疲倦，当我又床上睡时，还是睡不着，好痛苦啊.还有我有一个毛病，只要睡觉不管白天还是晚上，就想上小便，不上的话就好难过.当上完了到床上又感觉有尿了，但起来又没有多少.要起来好几十趟，严重影响我的睡眠.快大半年了.这是为什么啊?好难受,"心理分析：失眠是指无法入睡或无法保持睡眠状态,导致睡眠不足。又称入睡和维持睡眠障碍(DlMS),为各种原因引起入睡困难、睡眠深度或频度过短、早醒及睡眠时间不足或质量差等,是一种常见病。心理指导：您可以尝试以下几种方法：1、把压抑在心中的问题释放出来。2、努力解决困惑着你的问题。3、舒缓的音乐助你睡眠。4、进行适当的运动。睡眠前最好不要过度用脑，以免大脑皮层过度兴奋而引起梦境。"
