ques_content,ans_content
孩子牛奶过敏全身长满湿疹反反复复？孩子牛奶过敏全身长满湿疹反反复复总是不好。用过婴儿湿疹膏想换奶粉什么牌子的,"幼儿湿疹为过敏性疾病，多表现在面部，有的可伴有瘙痒。第一:保持宝宝面部清洁干燥，减少风刺激，强光照射。第二:激素类药物起效快，但是比如容易复发，久用皮肤颜色会有改变。建议选用某些中草药外用制剂,具有吸湿止痒,清热解毒的功效。如宝宝湿疹膏，灵宝王软膏等。第三:尽量母乳喂养，同时母亲饮食注意清淡为主，避免刺激性食物。第四:注意经常修短宝宝的指甲,减少抓伤的机会.以免引起感染或者湿疹扩散的情况.如有湿疹感染或者破溃,建议给予局部抗炎处理。"
看不到宝宝脸和四肢我怀孕32周去做彩超医生说看不到宝宝的脸和四肢怎么回事啊,有可能是宝宝的位置不好，没有看清楚宝宝的面部、四肢。可以明天再去检查，可能宝宝活动以后，就可以看见了。
看不到宝宝脸和四肢我怀孕32周去做彩超医生说看不到宝宝的脸和四肢怎么回事啊,您好，因为超声的探头透不过骨头，只能从肚皮的方向向里边看。如果宝宝是抱着妈妈的姿势，就不容易看到脸或四肢了，希望您帮到您。建议您在做超声时，可以走动20-30分钟，让您的宝宝也动动，如果体位变变，就有可能看到了，祝您及宝宝健康。
你好，我的孩子六岁了，近些天发现他，经常伸脖子，并翻白眼，大约有半个月了，如果是提醒他，那时不好的习惯的时候，他就不那样，过一会儿，不注意他就又那样，请问医生，他是抽动症吗，如何治疗。谢谢,"建议你到医院神经科做相关检查，如CT或MR等,确定病因后处理比较好，不要盲目治疗，以免贻误病情。注意休息,禁忌辛辣食物。具体治疗由当地医生根据病人具体情况决定."
你好，我的孩子六岁了，近些天发现他，经常伸脖子，并翻白眼，大约有半个月了，如果是提醒他，那时不好的习惯的时候，他就不那样，过一会儿，不注意他就又那样，请问医生，他是抽动症吗，如何治疗。谢谢,您好根据您的描述考虑您的孩子是抽动症的表现抽动症表现为眨眼、挤眉、吸鼻、噘嘴、张口、伸舌、点头等。随着病情进展，抽动逐渐多样化，轮替出现如耸肩、扭颈、摇头、踢腿、甩手或四肢抽动等，常在情绪紧张或焦虑时症状更明显，入睡后症状消失。发声抽动常有多种，具有爆发性反复发声，清噪子和呼噜声，个别音节，字句不清，重音不当或不断口出秽语，性格多急躁、任性和易怒。建议您尽快的带孩子到治疗抽动症比较专业的医院给孩子确诊排除一下希望能帮助到您祝您孩子健康快乐的成长
怀孕七个月11天B超检查，双顶径7.6cm，头围27.9cm，腹围24.8cm，股骨长径5.3cm，胎盘：后壁为主Gr：1级（+），羊水：清，最大暗区约4.7cm，胎心：规则136bpm，胎动：可及，胎儿脊柱排列规整，脐动脉SD：2.7胎儿?,指导意见：这种情况一般是在正常范围内的，需要注意复查，在孕期注意观察胎儿的生长发育情况。一定注意加强营养。
给一周岁孩子断奶曾经治疗情况和效果：没断奶时发炎过乳房胀痛，而且痒，是不是发炎了？该怎么处理？,"患者你好,据你所述的情况,如果伴有局部红肿热痛,应考虑是乳腺炎所致,应详细检查明确,积极治疗，日常应合理饮食,多饮水,加强卫生,保持局部清洁,避免不良刺激,适当补充维生素C等,配合局部热敷,按摩等措施,也可应用中医辨证治疗，多可好转，如果症状严重，应暂缓哺乳。"
给一周岁孩子断奶曾经治疗情况和效果：没断奶时发炎过乳房胀痛，而且痒，是不是发炎了？该怎么处理？,您好，根据你描述的情况，患者现在的情况很可能是乳腺炎引起的。您好，建议及时停止母乳喂养，及时去医院进一步检查，如果已经化脓了，需要切开引流，积极给予抗感染治疗。
"宝宝当时在肚子里大脑缺氧，导致孩子脑瘫。现在经常流口水，行动也不便。我带着他到处求医问药，效果都不大。别人都劝我放弃治疗吧，说是不治之症，我不想放弃孩子还这么小。我真不知道该怎么办了。请问小儿脑瘫的自然疗法有哪些？im=newImage;im.src=""http://stat-z.xywy.com/c.png?subject=638&subject_pid=332&qid=20511744"";","脑瘫又被较为大脑性瘫痪,这种疾病对人体的危害非常大,脑瘫症状很容易发现，在日常患者本身的表现就于常人大不一样，比如患儿突然僵硬：在某些体位，如在仰卧位时给孩子穿衣，屈曲他的身体或拥抱他时感到困难。松软：婴儿的头颈松软抬不起头来。将他悬空抱时，他的四肢下垂。婴儿很少活动。发育迟缓：学会抬头、坐和运用双手却迟于同龄孩子，可能用身体某一部分多于另一部分，如：有些患儿常用一只手而不用双手。进食差：吸和吞咽差。舌头常将奶和食物推出。闭嘴困难。异常行为：可能好哭、易激怒、睡眠差，或者非常安静，睡得太多，或者"
"孕38周1,胎盘成熟3级。？孕38周做彩超显示:双顶径89mm，股骨长73.8mm，胎心143/次，胎盘成熟度3级，最深羊水暗区36mm,胎儿颜面部显示不清，请问正常吗，是不是要生了啊。",指导意见：你好，根据你这样的情况考虑可能在一周后即将临产，这个时候要注意饮食的合理性，注意休息好，保持一个良好的心情很重要，祝健康
"宝宝当时在肚子里大脑缺氧，导致孩子脑瘫。现在经常流口水，行动也不便。我带着他到处求医问药，效果都不大。别人都劝我放弃治疗吧，说是不治之症，我不想放弃孩子还这么小。我真不知道该怎么办了。请问小儿脑瘫的自然疗法有哪些？im=newImage;im.src=""http://stat-z.xywy.com/c.png?subject=638&subject_pid=332&qid=20511744"";",中枢性运动障碍：表现为运动发育迟缓，比同龄儿童明显落后，当患儿抬头、翻身、坐力困难时才被家长发现。病儿的肢体很少动作，特别是下肢更为明显，常表现为偏瘫、双侧瘫、四肢瘫等。由于自主运动困难，动作僵硬，不协调，常出现异常的运动模式。建议积极治疗是可以缓解病情的。家长可同时进行多方面训练的综合康复。将儿童脑瘫康复训练内容融入孩子每天的日常生活中，持之以恒。可以通过手术来治疗的。在治疗期间要禁忌辛辣刺激的食物这样于治有助疗和康复的
20多天的宝宝七八天不排便吃妈咪爱也没用,指导意见：这是可以喝点益生菌来进行调理，同时也是要注意大人不要吃过于油腻的食物为好的，有利于恢复的。
宝宝误喝了八毫升的美林艾畅怎么办宝宝十个月了流鼻涕，咳嗽有痰，九点多给他吃了头孢羟氨苄颗粒和葵花牌小儿清肺化痰口服液，十一点半又误喝了八毫升的美林艾畅怎么办？会不会有什么副作用？,指导意见：这个还是有一定的毒性的，建议注意观察宝宝有没有什么异常表现的，建议多喝水，必要时要到医院进行治疗。
脐带血穿刺检查是怀孕几周后做的？,你好，感谢你的咨询。一般来说临床上建议二十周之内都可以进行脐血穿刺的监测操作的。
脐带血穿刺检查是怀孕几周后做的？,一般来说临床上建议二十周之内都可以进行脐血穿刺的监测操作的。一般省级医院的胎儿脐血穿刺的血型检测需要四个小时后出结果，市级医院一般需要隔日取结果，祝你和宝宝健康。
脐带血穿刺检查是怀孕几周后做的？,指导意见：羊水过多有可能是染色体的问题引起的，也可能是血糖等问题引起的。您现在可以先排除一下血糖等因素，在决定是否做羊水穿刺。您的唐氏报告是低危。是不需要要做羊水穿刺的。您现在可以做羊水穿刺，但是只能做FISH检查，这种检查只能查到5对染色体，包括常见的5对染色体问题，危险要低于脐血穿刺。同时您可以先做一下胎儿系统超声和胎儿心脏超声，检查一下是否还存在其他方面的畸形，没有必要急于做脐血穿刺或者是羊水穿刺
脊椎血管瘤该怎么办脊椎血管瘤病症越来越严重了，下肢麻木疼痛还有治愈的可能吗，该怎么治疗,血管瘤是指发生于血管组织的一种肿瘤，是由于血管组织的错构、畸形、瘤样增生而形成。绝大多数为良性肿瘤。极少数中如：血管内皮瘤、血管肉瘤、血管母细胞瘤等为恶性肿瘤，约占５％左右。血管瘤还分为原发性与继发性两种。血管瘤是一种良性的肿瘤，它是一种先天性的血管畸形造成的。血管瘤如果体积小没有临床症状可以先观察，有症状或者体积大可以积极手术治疗，定期复查。
脊椎血管瘤该怎么办脊椎血管瘤病症越来越严重了，下肢麻木疼痛还有治愈的可能吗，该怎么治疗,指导意见：您好脊髓血管瘤得部位比较特殊、瘤体也比较严重。在选择治疗方法的时候一定要考虑到患者的身体状况、血管瘤的情况和治愈后的恢复情况。综合考虑，建议患者通过中医治疗。首先中医是同辩证论治、对症治疗，可以有效的治愈血管瘤，并且治愈后不会复发。再一个手术容易复发，而且风险较大。
脊椎血管瘤该怎么办脊椎血管瘤病症越来越严重了，下肢麻木疼痛还有治愈的可能吗，该怎么治疗,指导意见：手术有风险的，这情况最好具体看看中医大夫.进行针灸、按摩理疗等从整体上调节身体状态.往往收到奇效.也建议服用中草药调理.中草药对人体安全无毒.整体上调节身体机能.
刚出生的宝宝接种了两次卡介苗会不会有什么影响,"指导意见：你好,一般是没有影响的,不要担心,建议以后根据你的接种证接种疫苗的,日常合理饮食，多饮水，注意休息，祝健康"
怀孕32周6天b超双顶径8.6cm？怀孕32周6天b超双顶径8.6cm头围32cm腹围31cm股骨6.3cm羊水指数17.1cm我想问问宝宝发育状况，是不是头偏大？。无想询问宝宝发育状况和是否头大？,你好，根据你描述的检查结果看胎儿发育是正常的，符合怀孕时间的，没有什么异常表现。头不偏大的，在正常的范围内的，不用担心。希望对你有帮助，祝你健康幸福
病情描述发病时间、主要症状、症状变化等）：我小孩老反复咳嗽，有气喘现象我该如何护理,孩子有了咳嗽、气喘多是支气管炎的表现，经常的反复，可能是疾病没有完全治愈或者是孩子的身体抵抗力低下。给孩子治疗呼吸系统的疾病要按照疗程，不能看到有了效果就停止使用药物，在使用药物的同时可以配合使用提高抵抗力的药物进行治疗。
一岁宝宝反复感冒发烧检查血常规白细胞24，属于细菌感染，请问输了7天头孢和喜炎平白细胞好下来吗？,"指导意见：建议复查，白细胞偏高的原因是因为身体某个地方有炎症,比如感冒,发烧,外伤都是因为呼吸道感染,软组织感染等,体内的白细胞会急剧增加.白细胞旧称白血球.血液中的一类细胞.建议用抗生素治疗，"
已做肝功B超、磁共振均正常，（甲肝、乙肝、丙肝、丁肝、戊肝均为正常），患者信息：男5岁福建厦门病情描述(发病时间、主要症状等)：无需如何治疗会更快恢复？曾经治疗情况及是否有过敏、遗传病史：无,你好！转氨酶高需要做肝胆B超和优生四项检查分析有无其他病毒感染，如巨细胞病毒，胆囊疾病，自身免疫方面的检查
导致婴儿痉挛症的原因有哪些？我儿子上周被医院诊断为婴儿痉孪症，心理实在不明白。孩子出生不久，也没有发烧什么的，怎么会生病，所以特别想了解一下，这究竟是怎么回事?导致婴儿痉挛症的原因有哪些呢？,指导意见：您好，婴儿痉挛主要是遗传代谢病、脑发育异常、神经皮肤综合征或其他原因引起的脑损伤。是一种难治性癫痫脑病，一般是糖皮质激素和抗癫痫药物治疗。
您好我想咨询一下宝宝14个月了这几天拉肚子吃药（西药中药）不见好这是怎么回事,指导意见：如是宝宝腹泻，多见于胃肠炎或病毒性肠道感染，如药物治疗效果不佳，建议先到小儿内科就诊，查大便常规和血常规，明确诊断再针对性的用药。
怀孕三十六十2b超检查双顶径，头围，复围，股骨长，红股长分别是:8.6。30.3。30.3。6.5。5.9cm。请问怀孕三十六周子宫下段前肌壁厚度为3.00危险吗？子宫内膜有多厚啊，孩子大约有多重啊,指导意见：你好。在孕早期注意摄入叶酸。因为叶酸关系到胎儿的神经系统发育。若怀孕时缺乏叶酸。容易造成胎儿神经管的缺陷。如无脑儿或脊柱裂。并且发生兔唇、颚裂的机会也升高。许多天然食物中含有丰富的叶酸。各种绿色蔬菜（如菠菜、生菜、芦笋、小白菜、花椰菜等）。及动物肝肾、豆类、水果（香蕉、草莓、橙子等）、奶制品等都富含叶酸。为保证蛋白质的摄入量。孕妇可适当补充奶类、蛋类、豆类、硬果类食物。
怀孕三十六十2b超检查双顶径，头围，复围，股骨长，红股长分别是:8.6。30.3。30.3。6.5。5.9cm。请问怀孕三十六周子宫下段前肌壁厚度为3.00危险吗？子宫内膜有多厚啊，孩子大约有多重啊,"您好，从您检查的结果看胎儿体重预测2470g左右，子宫下段前壁3.00如果是mm,则比较薄弱，子宫内膜厚度需做B超才能测出来，会有一定的风险。建议您注意孕期保健，定期产检，观察胎动变化，如果出现规律性腹痛或阴道流液需及时住院待产。"
"宝宝吃人奶,但是十个月体重就有35斤,身高78厘米因该检查哪些方面,是不是不",你好，宝宝在10个月的身高和体重就达到这个数字，生长发育很快，需要考虑生长激素问题。建议你不要给宝宝乱吃奶粉，如果不放心，就去医院给宝宝查生长激素，看是否在正常水平，遵医嘱检查和治疗。
孩子出水痘2周开始掉痂可以吃鸡吗？,你好，如果没有其它症状，消下去了，那可以吃那些食物了，不过要尽量少用。等完全恢复了再用最好。建议这段时间还是以清淡饮食为主，不要吃煎炸上火食物。多喝水，清淡饮食。
病情描述发病时间、主要症状、症状变化等）：你好，我家宝宝出生10天了，今天给宝宝洗澡的时候发现宝宝的手腕处成螳螂手一样，轻微用力又能恢复成正常的样子，妈妈是o型血，出生第二天黄疸激增，儿科给检查发生了溶血，现在我很担心，是不是溶血而造成了宝宝的缺陷。,宝宝肢体动作异常、考虑为、宝宝肢体动作异常、刚出身的孩子肢体软活动后、肢体灰腹是正常现象。1、去医院儿科进一步检查。2、宝宝肢体动作异常、考虑为、宝宝肢体动作异常、刚出身的孩子肢体软活动后、肢体灰腹是正常现象。3、要继续观察。
宝宝四岁了，最近舌头痒痒看着味蕾很红，怎么办,指导意见：您孩子就是上火引起的，您还是需要注意孩子的饮食，平时多吃蔬菜和水果，多饮水的。
"没有什么不良感觉。有2年了。一直有检查。这2年没有发现异常，也没有变大。我需要采取什么措施吗？要手术吗？不是很了解这个病，寻求高人相助,这个病严重吗？可以治愈吗？im=newImage;im.src=""http://stat-z.xywy.com/c.png?subject=539&subject_pid=332&qid=16429548"";",混合型血管瘤可达到很大体积，它的生长过程与草莓状毛细血管瘤相似，在头6个月时，迅速生长，富有极大的侵犯性，在几周之内，正常组织可以受到严重破坏，以致眼睑、口唇、鼻、耳等组织都被不断扩张的血管瘤组织所复盖。肿瘤的形态不规则，呈紫红色，易发生溃破，出血、感染、坏死、瘢痕形成。此外肿瘤增大还可以引起一系列继发性问题，眼、耳被遮蔽，口唇肿大等，因而出现呼吸、饮食、视觉、听觉等的功能障碍。血管瘤治好后如果切除的不彻底还是会复发的，而且有的血管瘤是很难切除掉的。而且血管瘤是一种多发疾病，不能保证别
水痘带状孢疹我的妈妈先是后背起了一小片红疙瘩发痒没太在意过了几天发现左侧肋骨部位疼痛较严重应该怎么治疗,你好，如果长了水痘就会引起瘙痒和疼痛的，主要是病毒感染引起的，需要抗病毒治疗的。建议你可以服用阿昔洛韦片和抗病毒口服液，另外可以外擦阿昔洛韦软膏。饮食以清淡为主，禁辛辣刺激性食物和油腻煎炸食物。注意患部卫生，不要用手去抓患部。
五岁的小孩子中暑了吃什么药呢？,指导意见：中暑后可以在额部、颞部涂抹清凉油、风油精等，或服用人丹、十滴水、藿香正气水等中药。如果出现血压降低、虚脱时应立即平卧，及时上医院静脉滴注盐水。
五岁的小孩子中暑了吃什么药呢？,指导意见：你好，中暑是指在高温和热辐射的长时间作用下，机体体温调节障碍，水、电解质代谢紊乱及神经系统功能损害的症状的总称。建议给孩子喝服用绿豆汤。
五岁的小孩子中暑了吃什么药呢？,指导意见：把绿豆用高压锅压好大人的话放点冰糖冻冰箱就可以喝了了但是是给宝宝喝就最好用纱布把皮过滤掉清热解暑很好喝的
五岁的小孩子中暑了吃什么药呢？,指导意见：可以服?q香正气胶囊.多喝绿豆烫，平时做好防暑工作.室内应通风.多饮水.饮食以清淡为好，多食富含蛋白质和维生素B、维生素C的食物。因这些水溶性维生素容易随汗排出。每日补充足够的水分，特别是出汗多时，要喝些盐汽水
五岁的小孩子中暑了吃什么药呢？,指导意见：你好。首先注意办公室空调温度不要太低。可以很好的预防温差大引起的外出时候中暑的表现。高温天气。尤其是每天中午热的时候尽量减少外出。适当午睡。饮食宜清淡。多喝些淡盐开水、绿豆汤。每天勤洗澡、擦身很好的。希望我的回答可以给您带来帮助。
病情描述发病时间、主要症状、症状变化等）：怀孕37+3周双顶径92?L:腹围314?L:股骨67?L:胎盘位置:右侧位，胎盘成熟111，大概有多少斤，股骨还能长吗？,计算胎儿的体重可根据宫高、腹围或者双顶径计算，目前才37周检查的值来看很正常，还有近两周到预产期孩子的体重还会增加，但股骨的长度增加的可能性极小。目前根据双顶径计算孩子的体重大概在3000g左右，建议左侧卧位，严密观察胎心变化。
上呼吸道感染小孩高热惊厥,指导意见：提高机体免疫力，避免发热，就可预防惊厥的发生。可以不需长期服用抗癫痫药物。当然，你如太焦急，服用开普兰也是不错的选择。
本人男40岁，满脸的胡须，天天都要用胡须刀剃胡须，我觉得太麻烦了，还是买雌激素吃了让他掉了，跟好，反正现在小孩也有两个了，我想可以吃那个，把胡须，处理掉了，人看上去也会年轻一些，谢谢医生帮我解答一下，要吃多长时间的雌激素，胡须会掉，谢谢。曾经治疗情况和效果：没有病，就是不想要胡须，,指导意见：你好，你所说的情况一般来说要吃多长时间的雌激素，胡须会掉要看个人的
本人男40岁，满脸的胡须，天天都要用胡须刀剃胡须，我觉得太麻烦了，还是买雌激素吃了让他掉了，跟好，反正现在小孩也有两个了，我想可以吃那个，把胡须，处理掉了，人看上去也会年轻一些，谢谢医生帮我解答一下，要吃多长时间的雌激素，胡须会掉，谢谢。曾经治疗情况和效果：没有病，就是不想要胡须，,"不建议你应用激素，因为外源性的激素摄入，会打破你机体的平衡，对你的身体健康及生命带来危害。多喝豆浆,多吃水果,天然雌激素含量大的食物,会有帮助的.如果严重的最好到医院检查一下,在医生的指引下服用一些药物."
我小孩晚上睡觉时身上，头上都很多汗衣服、枕头都湿了，不知道什么原因引起的想请教一下,"指导意见：考虑缺钙引起的.必要时化验微量元素确诊.确诊之后制定治疗方案.可以服用小儿鱼肝油滴剂和葡萄糖酸钙口服液,也可以服用迪巧钙治疗.必要时注射维生素D3注射液治疗"
怀孕三十八周，宝宝有多重双顶径9.4Cm，股骨径7.2cm，胎盘后壁三级，羊水9.4Cm请问一下宝宝发育正常吗，能不能知道宝生下来大概有多重,你好不一定，妊娠反应有个体差异，建议观察定期胎检即可，胎儿发育正常是关键医生没说就不会有问题的。怀孕期间妈妈一定要安心不要有顾虑，宝宝就会很健康不快乐！祝你健康。
